2024-01-29 19:47:21 | INFO | model_worker | args: Namespace(host='localhost', port=21002, worker_address='http://localhost:21002', controller_address='http://localhost:21001', model_path='/data/tir/projects/tir6/bisk/ruiyiwan/selftrain/init-selftrain-round-1/Mistral-7B-Instruct-v0.1', revision='main', device='cuda', gpus=None, num_gpus=2, max_gpu_memory=None, dtype=None, load_8bit=False, cpu_offloading=False, gptq_ckpt=None, gptq_wbits=16, gptq_groupsize=-1, gptq_act_order=False, awq_ckpt=None, awq_wbits=16, awq_groupsize=-1, enable_exllama=False, exllama_max_seq_len=4096, exllama_gpu_split=None, exllama_cache_8bit=False, enable_xft=False, xft_max_seq_len=4096, xft_dtype=None, model_names=None, conv_template=None, embed_in_truncate=False, limit_worker_concurrency=5, stream_interval=2, no_register=False, seed=None, debug=False, ssl=False)
2024-01-29 19:49:24 | INFO | stdout | INFO:     ::1:41754 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:28 | INFO | stdout | INFO:     ::1:41762 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:28 | INFO | stdout | INFO:     ::1:41764 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:28 | INFO | stdout | INFO:     ::1:41776 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:35 | INFO | stdout | INFO:     ::1:41778 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:35 | INFO | stdout | INFO:     ::1:36152 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:35 | INFO | stdout | INFO:     ::1:36168 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:39 | INFO | stdout | INFO:     ::1:36182 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:39 | INFO | stdout | INFO:     ::1:36186 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:39 | INFO | stdout | INFO:     ::1:36192 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:41 | INFO | model_worker | Send heart beat. Models: ['Mistral-7B-Instruct-v0.1']. Semaphore: Semaphore(value=4, locked=False). call_ct: 18. worker_id: c6c72629. 
2024-01-29 19:49:42 | INFO | stdout | INFO:     ::1:36198 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:42 | INFO | stdout | INFO:     ::1:36200 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:42 | INFO | stdout | INFO:     ::1:36206 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:44 | INFO | stdout | INFO:     ::1:36222 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:44 | INFO | stdout | INFO:     ::1:36238 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:44 | INFO | stdout | INFO:     ::1:36252 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:45 | INFO | stdout | INFO:     ::1:36256 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:45 | INFO | stdout | INFO:     ::1:35946 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:45 | INFO | stdout | INFO:     ::1:35954 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:46 | INFO | stdout | INFO:     ::1:35958 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:46 | INFO | stdout | INFO:     ::1:35964 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:46 | INFO | stdout | INFO:     ::1:35976 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:49 | INFO | stdout | INFO:     ::1:35978 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:49 | INFO | stdout | INFO:     ::1:35986 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:49 | INFO | stdout | INFO:     ::1:36000 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:50 | INFO | stdout | INFO:     ::1:36012 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:50 | INFO | stdout | INFO:     ::1:36014 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:50 | INFO | stdout | INFO:     ::1:36016 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:52 | INFO | stdout | INFO:     ::1:36028 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:52 | INFO | stdout | INFO:     ::1:36036 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:52 | INFO | stdout | INFO:     ::1:36048 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:56 | INFO | stdout | INFO:     ::1:36052 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:56 | INFO | stdout | INFO:     ::1:44582 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:56 | INFO | stdout | INFO:     ::1:44586 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:49:57 | INFO | stdout | INFO:     ::1:44588 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:49:57 | INFO | stdout | INFO:     ::1:44596 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:49:57 | INFO | stdout | INFO:     ::1:44604 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:01 | INFO | stdout | INFO:     ::1:44614 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:01 | INFO | stdout | INFO:     ::1:44618 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:01 | INFO | stdout | INFO:     ::1:44630 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:02 | INFO | stdout | INFO:     ::1:44634 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:02 | INFO | stdout | INFO:     ::1:44638 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:02 | INFO | stdout | INFO:     ::1:44640 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:03 | INFO | stdout | INFO:     ::1:44644 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:03 | INFO | stdout | INFO:     ::1:44654 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:03 | INFO | stdout | INFO:     ::1:44666 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:07 | INFO | stdout | INFO:     ::1:44668 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:07 | INFO | stdout | INFO:     ::1:51532 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:07 | INFO | stdout | INFO:     ::1:51544 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:08 | INFO | stdout | INFO:     ::1:51552 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:08 | INFO | stdout | INFO:     ::1:51560 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:08 | INFO | stdout | INFO:     ::1:51570 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:09 | INFO | stdout | INFO:     ::1:51572 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:09 | INFO | stdout | INFO:     ::1:51584 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:09 | INFO | stdout | INFO:     ::1:51596 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:10 | INFO | stdout | INFO:     ::1:51604 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:10 | INFO | stdout | INFO:     ::1:51612 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:10 | INFO | stdout | INFO:     ::1:51614 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:13 | INFO | stdout | INFO:     ::1:51626 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:13 | INFO | stdout | INFO:     ::1:51636 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:13 | INFO | stdout | INFO:     ::1:51652 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:14 | INFO | stdout | INFO:     ::1:51662 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:14 | INFO | stdout | INFO:     ::1:59084 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:14 | INFO | stdout | INFO:     ::1:59092 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:17 | INFO | stdout | INFO:     ::1:59098 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:17 | INFO | stdout | INFO:     ::1:59112 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:17 | INFO | stdout | INFO:     ::1:59114 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:20 | INFO | stdout | INFO:     ::1:59126 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:20 | INFO | stdout | INFO:     ::1:59132 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:20 | INFO | stdout | INFO:     ::1:59134 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:22 | INFO | stdout | INFO:     ::1:59150 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:22 | INFO | stdout | INFO:     ::1:59162 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:22 | INFO | stdout | INFO:     ::1:59170 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:23 | INFO | stdout | INFO:     ::1:59178 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:23 | INFO | stdout | INFO:     ::1:59184 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:23 | INFO | stdout | INFO:     ::1:59186 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:26 | INFO | model_worker | Send heart beat. Models: ['Mistral-7B-Instruct-v0.1']. Semaphore: Semaphore(value=4, locked=False). call_ct: 40. worker_id: c6c72629. 
2024-01-29 19:50:26 | INFO | stdout | INFO:     ::1:59192 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:26 | INFO | stdout | INFO:     ::1:58786 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:26 | INFO | stdout | INFO:     ::1:58794 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:29 | INFO | stdout | INFO:     ::1:58806 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:29 | INFO | stdout | INFO:     ::1:58808 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:29 | INFO | stdout | INFO:     ::1:58824 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:31 | INFO | stdout | INFO:     ::1:58836 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:31 | INFO | stdout | INFO:     ::1:58844 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:31 | INFO | stdout | INFO:     ::1:58856 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:32 | INFO | stdout | INFO:     ::1:58860 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:32 | INFO | stdout | INFO:     ::1:58866 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:32 | INFO | stdout | INFO:     ::1:58876 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:35 | INFO | stdout | INFO:     ::1:58884 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:35 | INFO | stdout | INFO:     ::1:40922 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:35 | INFO | stdout | INFO:     ::1:40932 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:36 | INFO | stdout | INFO:     ::1:40940 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:36 | INFO | stdout | INFO:     ::1:40948 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:36 | INFO | stdout | INFO:     ::1:40960 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:40 | INFO | stdout | INFO:     ::1:40976 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:40 | INFO | stdout | INFO:     ::1:40986 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:40 | INFO | stdout | INFO:     ::1:40990 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:43 | INFO | stdout | INFO:     ::1:41004 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:43 | INFO | stdout | INFO:     ::1:41008 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:43 | INFO | stdout | INFO:     ::1:41012 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:45 | INFO | stdout | INFO:     ::1:41026 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:46 | INFO | stdout | INFO:     ::1:42754 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:46 | INFO | stdout | INFO:     ::1:42760 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:48 | INFO | stdout | INFO:     ::1:42762 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:48 | INFO | stdout | INFO:     ::1:42778 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:48 | INFO | stdout | INFO:     ::1:42794 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:51 | INFO | stdout | INFO:     ::1:42798 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:51 | INFO | stdout | INFO:     ::1:42800 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:51 | INFO | stdout | INFO:     ::1:42804 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:55 | INFO | stdout | INFO:     ::1:42810 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:55 | INFO | stdout | INFO:     ::1:59838 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:55 | INFO | stdout | INFO:     ::1:59842 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:50:59 | INFO | stdout | INFO:     ::1:59856 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:50:59 | INFO | stdout | INFO:     ::1:59866 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:50:59 | INFO | stdout | INFO:     ::1:59876 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:01 | INFO | stdout | INFO:     ::1:59892 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:01 | INFO | stdout | INFO:     ::1:59896 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:01 | INFO | stdout | INFO:     ::1:59908 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:02 | INFO | stdout | INFO:     ::1:59910 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:02 | INFO | stdout | INFO:     ::1:59922 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:02 | INFO | stdout | INFO:     ::1:59926 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:04 | INFO | stdout | INFO:     ::1:59936 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:04 | INFO | stdout | INFO:     ::1:59944 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:04 | INFO | stdout | INFO:     ::1:59954 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:11 | INFO | stdout | INFO:     ::1:59966 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:11 | INFO | stdout | INFO:     ::1:36214 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:11 | INFO | stdout | INFO:     ::1:36226 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:11 | INFO | model_worker | Send heart beat. Models: ['Mistral-7B-Instruct-v0.1']. Semaphore: Semaphore(value=4, locked=False). call_ct: 57. worker_id: c6c72629. 
2024-01-29 19:51:14 | INFO | stdout | INFO:     ::1:36242 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:14 | INFO | stdout | INFO:     ::1:39912 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:14 | INFO | stdout | INFO:     ::1:39920 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:16 | INFO | stdout | INFO:     ::1:39932 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:16 | INFO | stdout | INFO:     ::1:39940 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:16 | INFO | stdout | INFO:     ::1:39952 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:20 | INFO | stdout | INFO:     ::1:39960 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:20 | INFO | stdout | INFO:     ::1:39976 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:20 | INFO | stdout | INFO:     ::1:39990 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:21 | INFO | stdout | INFO:     ::1:39992 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:21 | INFO | stdout | INFO:     ::1:39998 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:21 | INFO | stdout | INFO:     ::1:40004 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:25 | INFO | stdout | INFO:     ::1:40006 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:25 | INFO | stdout | INFO:     ::1:57788 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:25 | INFO | stdout | INFO:     ::1:57802 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:26 | INFO | stdout | INFO:     ::1:57808 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:26 | INFO | stdout | INFO:     ::1:57822 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:26 | INFO | stdout | INFO:     ::1:57828 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:29 | INFO | stdout | INFO:     ::1:57832 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:29 | INFO | stdout | INFO:     ::1:57840 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:29 | INFO | stdout | INFO:     ::1:57842 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:33 | INFO | stdout | INFO:     ::1:57858 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:33 | INFO | stdout | INFO:     ::1:57866 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:33 | INFO | stdout | INFO:     ::1:57868 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:34 | INFO | stdout | INFO:     ::1:57878 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:34 | INFO | stdout | INFO:     ::1:54784 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:34 | INFO | stdout | INFO:     ::1:54790 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:42 | INFO | stdout | INFO:     ::1:54792 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:42 | INFO | stdout | INFO:     ::1:54796 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:42 | INFO | stdout | INFO:     ::1:54798 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:43 | INFO | stdout | INFO:     ::1:54808 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:43 | INFO | stdout | INFO:     ::1:54820 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:43 | INFO | stdout | INFO:     ::1:54834 - "POST /count_token HTTP/1.1" 200 OK
2024-01-29 19:51:44 | INFO | stdout | INFO:     ::1:54840 - "POST /worker_generate HTTP/1.1" 200 OK
2024-01-29 19:51:44 | INFO | stdout | INFO:     ::1:44736 - "POST /model_details HTTP/1.1" 200 OK
2024-01-29 19:51:44 | INFO | stdout | INFO:     ::1:44744 - "POST /count_token HTTP/1.1" 200 OK
