2024-01-29 19:41:48 | INFO | controller | args: Namespace(host='localhost', port=21001, dispatch_method='shortest_queue', ssl=False)
2024-01-29 19:49:56 | INFO | stdout | INFO:     ::1:47226 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:49:57 | INFO | stdout | INFO:     ::1:47228 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:49:57 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [8.0], ret: http://localhost:21002
2024-01-29 19:49:57 | INFO | stdout | INFO:     ::1:47242 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:01 | INFO | stdout | INFO:     ::1:47248 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:01 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [9.0], ret: http://localhost:21002
2024-01-29 19:50:01 | INFO | stdout | INFO:     ::1:47252 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:02 | INFO | stdout | INFO:     ::1:47268 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:02 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [10.0], ret: http://localhost:21002
2024-01-29 19:50:02 | INFO | stdout | INFO:     ::1:47278 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:03 | INFO | stdout | INFO:     ::1:47290 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:03 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [11.0], ret: http://localhost:21002
2024-01-29 19:50:03 | INFO | stdout | INFO:     ::1:47306 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:07 | INFO | stdout | INFO:     ::1:57726 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:07 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [12.0], ret: http://localhost:21002
2024-01-29 19:50:07 | INFO | stdout | INFO:     ::1:57732 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:08 | INFO | stdout | INFO:     ::1:57748 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:08 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [13.0], ret: http://localhost:21002
2024-01-29 19:50:08 | INFO | stdout | INFO:     ::1:57764 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:09 | INFO | stdout | INFO:     ::1:57766 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:09 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [14.0], ret: http://localhost:21002
2024-01-29 19:50:09 | INFO | stdout | INFO:     ::1:57768 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:10 | INFO | stdout | INFO:     ::1:57780 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:10 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [15.0], ret: http://localhost:21002
2024-01-29 19:50:10 | INFO | stdout | INFO:     ::1:57786 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:13 | INFO | stdout | INFO:     ::1:57790 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:13 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [16.0], ret: http://localhost:21002
2024-01-29 19:50:13 | INFO | stdout | INFO:     ::1:57800 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:14 | INFO | stdout | INFO:     ::1:51540 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:14 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [17.0], ret: http://localhost:21002
2024-01-29 19:50:14 | INFO | stdout | INFO:     ::1:51550 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:17 | INFO | stdout | INFO:     ::1:51556 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:17 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [18.0], ret: http://localhost:21002
2024-01-29 19:50:17 | INFO | stdout | INFO:     ::1:51566 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:20 | INFO | stdout | INFO:     ::1:51570 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:20 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [19.0], ret: http://localhost:21002
2024-01-29 19:50:20 | INFO | stdout | INFO:     ::1:51580 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:22 | INFO | stdout | INFO:     ::1:51582 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:22 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [20.0], ret: http://localhost:21002
2024-01-29 19:50:22 | INFO | stdout | INFO:     ::1:51594 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:23 | INFO | stdout | INFO:     ::1:51608 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:23 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [21.0], ret: http://localhost:21002
2024-01-29 19:50:23 | INFO | stdout | INFO:     ::1:51610 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:26 | INFO | controller | Receive heart beat. http://localhost:21002
2024-01-29 19:50:26 | INFO | stdout | INFO:     ::1:50960 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-01-29 19:50:26 | INFO | stdout | INFO:     ::1:50962 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:26 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [0.0], ret: http://localhost:21002
2024-01-29 19:50:26 | INFO | stdout | INFO:     ::1:50964 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:29 | INFO | stdout | INFO:     ::1:50972 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:29 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [1.0], ret: http://localhost:21002
2024-01-29 19:50:29 | INFO | stdout | INFO:     ::1:50982 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:31 | INFO | stdout | INFO:     ::1:50988 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:31 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [2.0], ret: http://localhost:21002
2024-01-29 19:50:31 | INFO | stdout | INFO:     ::1:50994 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:32 | INFO | stdout | INFO:     ::1:51000 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:32 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [3.0], ret: http://localhost:21002
2024-01-29 19:50:32 | INFO | stdout | INFO:     ::1:51002 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:35 | INFO | stdout | INFO:     ::1:48194 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:35 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [4.0], ret: http://localhost:21002
2024-01-29 19:50:35 | INFO | stdout | INFO:     ::1:48202 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:36 | INFO | stdout | INFO:     ::1:48216 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:36 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [5.0], ret: http://localhost:21002
2024-01-29 19:50:36 | INFO | stdout | INFO:     ::1:48220 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:40 | INFO | stdout | INFO:     ::1:48230 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:40 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [6.0], ret: http://localhost:21002
2024-01-29 19:50:40 | INFO | stdout | INFO:     ::1:48234 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:43 | INFO | stdout | INFO:     ::1:48236 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:43 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [7.0], ret: http://localhost:21002
2024-01-29 19:50:43 | INFO | stdout | INFO:     ::1:48240 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:46 | INFO | stdout | INFO:     ::1:59634 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:46 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [8.0], ret: http://localhost:21002
2024-01-29 19:50:46 | INFO | stdout | INFO:     ::1:59646 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:48 | INFO | stdout | INFO:     ::1:59652 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:48 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [9.0], ret: http://localhost:21002
2024-01-29 19:50:48 | INFO | stdout | INFO:     ::1:59666 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:51 | INFO | stdout | INFO:     ::1:59682 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:51 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [10.0], ret: http://localhost:21002
2024-01-29 19:50:51 | INFO | stdout | INFO:     ::1:59694 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:55 | INFO | stdout | INFO:     ::1:42230 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:55 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [11.0], ret: http://localhost:21002
2024-01-29 19:50:55 | INFO | stdout | INFO:     ::1:42238 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:50:59 | INFO | stdout | INFO:     ::1:42254 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:50:59 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [12.0], ret: http://localhost:21002
2024-01-29 19:50:59 | INFO | stdout | INFO:     ::1:42270 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:01 | INFO | stdout | INFO:     ::1:42284 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:01 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [13.0], ret: http://localhost:21002
2024-01-29 19:51:01 | INFO | stdout | INFO:     ::1:42300 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:02 | INFO | stdout | INFO:     ::1:42310 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:02 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [14.0], ret: http://localhost:21002
2024-01-29 19:51:02 | INFO | stdout | INFO:     ::1:42326 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:04 | INFO | stdout | INFO:     ::1:42332 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:04 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [15.0], ret: http://localhost:21002
2024-01-29 19:51:04 | INFO | stdout | INFO:     ::1:42344 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:11 | INFO | stdout | INFO:     ::1:40972 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:11 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [16.0], ret: http://localhost:21002
2024-01-29 19:51:11 | INFO | stdout | INFO:     ::1:40988 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:11 | INFO | controller | Receive heart beat. http://localhost:21002
2024-01-29 19:51:11 | INFO | stdout | INFO:     ::1:41002 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2024-01-29 19:51:14 | INFO | stdout | INFO:     ::1:34476 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:14 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [0.0], ret: http://localhost:21002
2024-01-29 19:51:14 | INFO | stdout | INFO:     ::1:34488 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:16 | INFO | stdout | INFO:     ::1:34492 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:16 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [1.0], ret: http://localhost:21002
2024-01-29 19:51:16 | INFO | stdout | INFO:     ::1:34504 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:20 | INFO | stdout | INFO:     ::1:34510 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:20 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [2.0], ret: http://localhost:21002
2024-01-29 19:51:20 | INFO | stdout | INFO:     ::1:34514 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:21 | INFO | stdout | INFO:     ::1:34528 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:21 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [3.0], ret: http://localhost:21002
2024-01-29 19:51:21 | INFO | stdout | INFO:     ::1:34532 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:25 | INFO | stdout | INFO:     ::1:54016 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:25 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [4.0], ret: http://localhost:21002
2024-01-29 19:51:25 | INFO | stdout | INFO:     ::1:54030 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:26 | INFO | stdout | INFO:     ::1:54038 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:26 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [5.0], ret: http://localhost:21002
2024-01-29 19:51:26 | INFO | stdout | INFO:     ::1:54044 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:29 | INFO | stdout | INFO:     ::1:54054 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:29 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [6.0], ret: http://localhost:21002
2024-01-29 19:51:29 | INFO | stdout | INFO:     ::1:54064 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:33 | INFO | stdout | INFO:     ::1:54074 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:33 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [7.0], ret: http://localhost:21002
2024-01-29 19:51:33 | INFO | stdout | INFO:     ::1:54090 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:34 | INFO | stdout | INFO:     ::1:53256 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:34 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [8.0], ret: http://localhost:21002
2024-01-29 19:51:34 | INFO | stdout | INFO:     ::1:53270 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:42 | INFO | stdout | INFO:     ::1:53282 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:42 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [9.0], ret: http://localhost:21002
2024-01-29 19:51:42 | INFO | stdout | INFO:     ::1:53284 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:43 | INFO | stdout | INFO:     ::1:53296 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:43 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [10.0], ret: http://localhost:21002
2024-01-29 19:51:43 | INFO | stdout | INFO:     ::1:53302 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:44 | INFO | stdout | INFO:     ::1:38306 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:44 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [11.0], ret: http://localhost:21002
2024-01-29 19:51:44 | INFO | stdout | INFO:     ::1:38308 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:46 | INFO | stdout | INFO:     ::1:38322 - "POST /list_models HTTP/1.1" 200 OK
2024-01-29 19:51:46 | INFO | controller | names: ['http://localhost:21002'], queue_lens: [12.0], ret: http://localhost:21002
2024-01-29 19:51:46 | INFO | stdout | INFO:     ::1:38330 - "POST /get_worker_address HTTP/1.1" 200 OK
2024-01-29 19:51:48 | INFO | stdout | INFO:     ::1:38344 - "POST /list_models HTTP/1.1" 200 OK
