2024-01-29 19:41:48 | INFO | openai_api_server | args: Namespace(host='0.0.0.0', port=8013, controller_address='http://localhost:21001', allow_credentials=False, allowed_origins=['*'], allowed_methods=['*'], allowed_headers=['*'], api_keys=None, ssl=False)
2024-01-29 19:49:22 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:24 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:28 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:35 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:39 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:42 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:44 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:45 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:46 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:49 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:50 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:52 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:56 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:49:57 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:01 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:02 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:03 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:07 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:08 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:09 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:10 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:13 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:14 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:17 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:20 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:22 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:23 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:26 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:29 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:31 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:32 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:35 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:36 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:40 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:43 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:45 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:48 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:51 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:55 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:50:59 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:01 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:02 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:04 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:11 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:14 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:16 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:20 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:21 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:25 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:26 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:29 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:33 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:34 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:42 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:43 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:44 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:46 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:48 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:52 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:54 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:58 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:51:59 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:01 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:04 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:05 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:07 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:08 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:09 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:12 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:16 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:19 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:21 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:22 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:23 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:25 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:28 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:30 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:33 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:36 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:40 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:41 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:45 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:48 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:50 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:52 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:55 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:52:59 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:02 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:04 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:05 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:07 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:08 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:10 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:12 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:14 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:15 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:17 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:19 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:21 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:23 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:25 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:27 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:28 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:29 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:31 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:33 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:35 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:37 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:39 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:41 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:42 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:44 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:46 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:48 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:50 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:52 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:54 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:56 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:57 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:53:59 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:01 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:03 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:05 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:07 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:09 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:11 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:12 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:14 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:16 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:18 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:20 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:22 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:23 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:25 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:27 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:29 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:31 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:33 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:34 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:36 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:38 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:40 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:42 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:44 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:46 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:48 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:50 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:51 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:53 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:55 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:57 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:54:59 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:01 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:02 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:04 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:06 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:07 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:09 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:11 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:13 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:14 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:16 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:18 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:20 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:22 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:24 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:26 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:27 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:29 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:31 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:32 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:34 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:36 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:38 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:40 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:42 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:44 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:45 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:47 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:49 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:51 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:52 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:54 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:56 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:55:58 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:56:00 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:56:02 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:56:03 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
2024-01-29 19:56:05 | INFO | stdout | INFO:     127.0.0.1:49654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
